arabic,english,reference,category,origin
وَلَقَدۡ جَعَلۡنَا فِی ٱلسَّمَاۤءِ بُرُوجࣰا وَزَیَّنَّـٰهَا لِلنَّـٰظِرِینَ,And We have placed within the heaven great stars and have beautified it for the observers.,Al-Hijr 15:16,General,Makki
وَحَفِظۡنَـٰهَا مِن كُلِّ شَیۡطَـٰنࣲ رَّجِیمٍ,And We have protected it from every devil expelled [from the mercy of Allah],Al-Hijr 15:17,General,Makki
إِلَّا مَنِ ٱسۡتَرَقَ ٱلسَّمۡعَ فَأَتۡبَعَهُۥ شِهَابࣱ مُّبِینࣱ,Except one who steals a hearing and is pursued by a clear burning flame.,Al-Hijr 15:18,General,Makki
وَٱلۡأَرۡضَ مَدَدۡنَـٰهَا وَأَلۡقَیۡنَا فِیهَا رَوَ ٰ⁠سِیَ وَأَنۢبَتۡنَا فِیهَا مِن كُلِّ شَیۡءࣲ مَّوۡزُونࣲ,And the earth - We have spread it and cast therein firmly set mountains and caused to grow therein [something] of every well-balanced thing.,Al-Hijr 15:19,General,Makki
وَجَعَلۡنَا لَكُمۡ فِیهَا مَعَـٰیِشَ وَمَن لَّسۡتُمۡ لَهُۥ بِرَ ٰ⁠زِقِینَ,And We have made for you therein means of living and [for] those for whom you are not providers.,Al-Hijr 15:20,General,Makki
وَإِن مِّن شَیۡءٍ إِلَّا عِندَنَا خَزَاۤىِٕنُهُۥ وَمَا نُنَزِّلُهُۥۤ إِلَّا بِقَدَرࣲ مَّعۡلُومࣲ,"And there is not a thing but that with Us are its depositories, and We do not send it down except according to a known measure.",Al-Hijr 15:21,General,Makki
وَأَرۡسَلۡنَا ٱلرِّیَـٰحَ لَوَ ٰ⁠قِحَ فَأَنزَلۡنَا مِنَ ٱلسَّمَاۤءِ مَاۤءࣰ فَأَسۡقَیۡنَـٰكُمُوهُ وَمَاۤ أَنتُمۡ لَهُۥ بِخَـٰزِنِینَ,And We have sent the fertilizing winds and sent down water from the sky and given you drink from it. And you are not its retainers.,Al-Hijr 15:22,General,Makki
وَإِنَّا لَنَحۡنُ نُحۡیِۦ وَنُمِیتُ وَنَحۡنُ ٱلۡوَ ٰ⁠رِثُونَ,"And indeed, it is We who give life and cause death, and We are the Inheritor.",Al-Hijr 15:23,General,Makki
وَلَقَدۡ عَلِمۡنَا ٱلۡمُسۡتَقۡدِمِینَ مِنكُمۡ وَلَقَدۡ عَلِمۡنَا ٱلۡمُسۡتَـٔۡخِرِینَ,"And We have already known the preceding [generations] among you, and We have already known the later [ones to come].",Al-Hijr 15:24,General,Makki
وَإِنَّ رَبَّكَ هُوَ یَحۡشُرُهُمۡۚ إِنَّهُۥ حَكِیمٌ عَلِیمࣱ,"And indeed, your Lord will gather them; indeed, He is Wise and Knowing.",Al-Hijr 15:25,General,Makki
وَلَقَدۡ خَلَقۡنَا ٱلۡإِنسَـٰنَ مِن صَلۡصَـٰلࣲ مِّنۡ حَمَإࣲ مَّسۡنُونࣲ,And We did certainly create man out of clay from an altered black mud.,Al-Hijr 15:26,General,Makki
وَٱلۡجَاۤنَّ خَلَقۡنَـٰهُ مِن قَبۡلُ مِن نَّارِ ٱلسَّمُومِ,And the jinn We created before from scorching fire.,Al-Hijr 15:27,Angels & Jinn,Makki
وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَـٰۤىِٕكَةِ إِنِّی خَـٰلِقُۢ بَشَرࣰا مِّن صَلۡصَـٰلࣲ مِّنۡ حَمَإࣲ مَّسۡنُونࣲ,"And [mention, O Muhammad], when your Lord said to the angels, ""I will create a human being out of clay from an altered black mud.",Al-Hijr 15:28,Angels & Jinn,Makki
فَإِذَا سَوَّیۡتُهُۥ وَنَفَخۡتُ فِیهِ مِن رُّوحِی فَقَعُوا۟ لَهُۥ سَـٰجِدِینَ,"And when I have proportioned him and breathed into him of My [created] soul, then fall down to him in prostration.""",Al-Hijr 15:29,Angels & Jinn,Makki
فَسَجَدَ ٱلۡمَلَـٰۤىِٕكَةُ كُلُّهُمۡ أَجۡمَعُونَ,"So the angels prostrated - all of them entirely,",Al-Hijr 15:30,Angels & Jinn,Makki
إِلَّاۤ إِبۡلِیسَ أَبَىٰۤ أَن یَكُونَ مَعَ ٱلسَّـٰجِدِینَ,"Except Iblees, he refused to be with those who prostrated.",Al-Hijr 15:31,Angels & Jinn,Makki
قَالَ یَـٰۤإِبۡلِیسُ مَا لَكَ أَلَّا تَكُونَ مَعَ ٱلسَّـٰجِدِینَ,"[Allah] said, O Iblees, what is [the matter] with you that you are not with those who prostrate?""",Al-Hijr 15:32,Angels & Jinn,Makki
قَالَ لَمۡ أَكُن لِّأَسۡجُدَ لِبَشَرٍ خَلَقۡتَهُۥ مِن صَلۡصَـٰلࣲ مِّنۡ حَمَإࣲ مَّسۡنُونࣲ,"He said, ""Never would I prostrate to a human whom You created out of clay from an altered black mud.""",Al-Hijr 15:33,Angels & Jinn,Makki
قَالَ فَٱخۡرُجۡ مِنۡهَا فَإِنَّكَ رَجِیمࣱ,"[Allah] said, ""Then get out of it, for indeed, you are expelled.",Al-Hijr 15:34,Angels & Jinn,Makki
وَإِنَّ عَلَیۡكَ ٱللَّعۡنَةَ إِلَىٰ یَوۡمِ ٱلدِّینِ,"And indeed, upon you is the curse until the Day of Recompense.""",Al-Hijr 15:35,Angels & Jinn,Makki
قَالَ رَبِّ فَأَنظِرۡنِیۤ إِلَىٰ یَوۡمِ یُبۡعَثُونَ,"He said, ""My Lord, then reprieve me until the Day they are resurrected.""",Al-Hijr 15:36,General,Makki
قَالَ فَإِنَّكَ مِنَ ٱلۡمُنظَرِینَ,"[Allah] said, ""So indeed, you are of those reprieved",Al-Hijr 15:37,General,Makki
إِلَىٰ یَوۡمِ ٱلۡوَقۡتِ ٱلۡمَعۡلُومِ,"Until the Day of the time well-known.""",Al-Hijr 15:38,General,Makki
قَالَ رَبِّ بِمَاۤ أَغۡوَیۡتَنِی لَأُزَیِّنَنَّ لَهُمۡ فِی ٱلۡأَرۡضِ وَلَأُغۡوِیَنَّهُمۡ أَجۡمَعِینَ,"[Iblees] said, ""My Lord, because You have put me in error, I will surely make [disobedience] attractive to them on earth, and I will mislead them all",Al-Hijr 15:39,General,Makki
إِلَّا عِبَادَكَ مِنۡهُمُ ٱلۡمُخۡلَصِینَ,"Except, among them, Your chosen servants.""",Al-Hijr 15:40,General,Makki
قَالَ هَـٰذَا صِرَ ٰ⁠طٌ عَلَیَّ مُسۡتَقِیمٌ,"[Allah] said, ""This is a path [of return] to Me [that is] straight.",Al-Hijr 15:41,General,Makki
إِنَّ عِبَادِی لَیۡسَ لَكَ عَلَیۡهِمۡ سُلۡطَـٰنٌ إِلَّا مَنِ ٱتَّبَعَكَ مِنَ ٱلۡغَاوِینَ,"Indeed, My servants - no authority will you have over them, except those who follow you of the deviators.",Al-Hijr 15:42,General,Makki
وَإِنَّ جَهَنَّمَ لَمَوۡعِدُهُمۡ أَجۡمَعِینَ,"And indeed, Hell is the promised place for them all.",Al-Hijr 15:43,General,Makki
لَهَا سَبۡعَةُ أَبۡوَ ٰ⁠بࣲ لِّكُلِّ بَابࣲ مِّنۡهُمۡ جُزۡءࣱ مَّقۡسُومٌ,"It has seven gates; for every gate is of them a portion designated.""",Al-Hijr 15:44,General,Makki
إِنَّ ٱلۡمُتَّقِینَ فِی جَنَّـٰتࣲ وَعُیُونٍ,"Indeed, the righteous will be within gardens and springs.",Al-Hijr 15:45,General,Makki
ٱدۡخُلُوهَا بِسَلَـٰمٍ ءَامِنِینَ,"[Having been told], ""Enter it in peace, safe [and secure].""",Al-Hijr 15:46,General,Makki
وَنَزَعۡنَا مَا فِی صُدُورِهِم مِّنۡ غِلٍّ إِخۡوَ ٰ⁠نًا عَلَىٰ سُرُرࣲ مُّتَقَـٰبِلِینَ,"And We will remove whatever is in their breasts of resentment, [so they will be] brothers, on thrones facing each other.",Al-Hijr 15:47,General,Makki
لَا یَمَسُّهُمۡ فِیهَا نَصَبࣱ وَمَا هُم مِّنۡهَا بِمُخۡرَجِینَ,"No fatigue will touch them therein, nor from it will they [ever] be removed.",Al-Hijr 15:48,General,Makki
۞ نَبِّئۡ عِبَادِیۤ أَنِّیۤ أَنَا ٱلۡغَفُورُ ٱلرَّحِیمُ,"[O Muhammad], inform My servants that it is I who am the Forgiving, the Merciful.",Al-Hijr 15:49,General,Makki
وَأَنَّ عَذَابِی هُوَ ٱلۡعَذَابُ ٱلۡأَلِیمُ,And that it is My punishment which is the painful punishment.,Al-Hijr 15:50,General,Makki
وَنَبِّئۡهُمۡ عَن ضَیۡفِ إِبۡرَ ٰ⁠هِیمَ,"And inform them about the guests of Abraham,",Al-Hijr 15:51,General,Makki
إِذۡ دَخَلُوا۟ عَلَیۡهِ فَقَالُوا۟ سَلَـٰمࣰا قَالَ إِنَّا مِنكُمۡ وَجِلُونَ,"When they entered upon him and said, ""Peace."" [Abraham] said, ""Indeed, we are fearful of you.""",Al-Hijr 15:52,General,Makki
قَالُوا۟ لَا تَوۡجَلۡ إِنَّا نُبَشِّرُكَ بِغُلَـٰمٍ عَلِیمࣲ,"[The angels] said, ""Fear not. Indeed, we give you good tidings of a learned boy.""",Al-Hijr 15:53,General,Makki
قَالَ أَبَشَّرۡتُمُونِی عَلَىٰۤ أَن مَّسَّنِیَ ٱلۡكِبَرُ فَبِمَ تُبَشِّرُونَ,"He said, ""Have you given me good tidings although old age has come upon me? Then of what [wonder] do you inform?""",Al-Hijr 15:54,General,Makki
قَالُوا۟ بَشَّرۡنَـٰكَ بِٱلۡحَقِّ فَلَا تَكُن مِّنَ ٱلۡقَـٰنِطِینَ,"They said, ""We have given you good tidings in truth, so do not be of the despairing.""",Al-Hijr 15:55,General,Makki
قَالَ وَمَن یَقۡنَطُ مِن رَّحۡمَةِ رَبِّهِۦۤ إِلَّا ٱلضَّاۤلُّونَ,"He said, ""And who despairs of the mercy of his Lord except for those astray?""",Al-Hijr 15:56,General,Makki
قَالَ فَمَا خَطۡبُكُمۡ أَیُّهَا ٱلۡمُرۡسَلُونَ,"[Abraham] said, ""Then what is your business [here], O messengers?""",Al-Hijr 15:57,General,Makki
قَالُوۤا۟ إِنَّاۤ أُرۡسِلۡنَاۤ إِلَىٰ قَوۡمࣲ مُّجۡرِمِینَ,"They said, ""Indeed, we have been sent to a people of criminals,",Al-Hijr 15:58,General,Makki
إِلَّاۤ ءَالَ لُوطٍ إِنَّا لَمُنَجُّوهُمۡ أَجۡمَعِینَ,"Except the family of Lot; indeed, we will save them all",Al-Hijr 15:59,General,Makki
إِلَّا ٱمۡرَأَتَهُۥ قَدَّرۡنَاۤ إِنَّهَا لَمِنَ ٱلۡغَـٰبِرِینَ,"Except his wife."" Allah decreed that she is of those who remain behind.",Al-Hijr 15:60,General,Makki
فَلَمَّا جَاۤءَ ءَالَ لُوطٍ ٱلۡمُرۡسَلُونَ,"And when the messengers came to the family of Lot,",Al-Hijr 15:61,General,Makki
قَالَ إِنَّكُمۡ قَوۡمࣱ مُّنكَرُونَ,"He said, ""Indeed, you are people unknown.""",Al-Hijr 15:62,General,Makki
قَالُوا۟ بَلۡ جِئۡنَـٰكَ بِمَا كَانُوا۟ فِیهِ یَمۡتَرُونَ,"They said, ""But we have come to you with that about which they were disputing,",Al-Hijr 15:63,General,Makki
وَأَتَیۡنَـٰكَ بِٱلۡحَقِّ وَإِنَّا لَصَـٰدِقُونَ,"And we have come to you with truth, and indeed, we are truthful.",Al-Hijr 15:64,General,Makki
فَأَسۡرِ بِأَهۡلِكَ بِقِطۡعࣲ مِّنَ ٱلَّیۡلِ وَٱتَّبِعۡ أَدۡبَـٰرَهُمۡ وَلَا یَلۡتَفِتۡ مِنكُمۡ أَحَدࣱ وَٱمۡضُوا۟ حَیۡثُ تُؤۡمَرُونَ,"So set out with your family during a portion of the night and follow behind them and let not anyone among you look back and continue on to where you are commanded.""",Al-Hijr 15:65,General,Makki
وَقَضَیۡنَاۤ إِلَیۡهِ ذَ ٰ⁠لِكَ ٱلۡأَمۡرَ أَنَّ دَابِرَ هَـٰۤؤُلَاۤءِ مَقۡطُوعࣱ مُّصۡبِحِینَ,And We conveyed to him [the decree] of that matter: that those [sinners] would be eliminated by early morning.,Al-Hijr 15:66,General,Makki
وَجَاۤءَ أَهۡلُ ٱلۡمَدِینَةِ یَسۡتَبۡشِرُونَ,And the people of the city came rejoicing.,Al-Hijr 15:67,General,Makki
قَالَ إِنَّ هَـٰۤؤُلَاۤءِ ضَیۡفِی فَلَا تَفۡضَحُونِ,"[Lot] said, ""Indeed, these are my guests, so do not shame me.",Al-Hijr 15:68,General,Makki
وَٱتَّقُوا۟ ٱللَّهَ وَلَا تُخۡزُونِ,"And fear Allah and do not disgrace me.""",Al-Hijr 15:69,General,Makki
قَالُوۤا۟ أَوَلَمۡ نَنۡهَكَ عَنِ ٱلۡعَـٰلَمِینَ,"They said, ""Have we not forbidden you from [protecting] people?""",Al-Hijr 15:70,General,Makki
قَالَ هَـٰۤؤُلَاۤءِ بَنَاتِیۤ إِن كُنتُمۡ فَـٰعِلِینَ,"[Lot] said, ""These are my daughters - if you would be doers [of lawful marriage].""",Al-Hijr 15:71,General,Makki
لَعَمۡرُكَ إِنَّهُمۡ لَفِی سَكۡرَتِهِمۡ یَعۡمَهُونَ,"By your life, [O Muhammad], indeed they were, in their intoxication, wandering blindly.",Al-Hijr 15:72,General,Makki
فَأَخَذَتۡهُمُ ٱلصَّیۡحَةُ مُشۡرِقِینَ,So the shriek seized them at sunrise.,Al-Hijr 15:73,General,Makki
فَجَعَلۡنَا عَـٰلِیَهَا سَافِلَهَا وَأَمۡطَرۡنَا عَلَیۡهِمۡ حِجَارَةࣰ مِّن سِجِّیلٍ,And We made the highest part [of the city] its lowest and rained upon them stones of hard clay.,Al-Hijr 15:74,General,Makki
إِنَّ فِی ذَ ٰ⁠لِكَ لَـَٔایَـٰتࣲ لِّلۡمُتَوَسِّمِینَ,Indeed in that are signs for those who discern.,Al-Hijr 15:75,General,Makki
وَإِنَّهَا لَبِسَبِیلࣲ مُّقِیمٍ,"And indeed, those cities are [situated] on an established road.",Al-Hijr 15:76,General,Makki
إِنَّ فِی ذَ ٰ⁠لِكَ لَـَٔایَةࣰ لِّلۡمُؤۡمِنِینَ,Indeed in that is a sign for the believers.,Al-Hijr 15:77,General,Makki
وَإِن كَانَ أَصۡحَـٰبُ ٱلۡأَیۡكَةِ لَظَـٰلِمِینَ,And the companions of the thicket were [also] wrongdoers.,Al-Hijr 15:78,General,Makki
فَٱنتَقَمۡنَا مِنۡهُمۡ وَإِنَّهُمَا لَبِإِمَامࣲ مُّبِینࣲ,"So We took retribution from them, and indeed, both [cities] are on a clear highway.",Al-Hijr 15:79,General,Makki
وَلَقَدۡ كَذَّبَ أَصۡحَـٰبُ ٱلۡحِجۡرِ ٱلۡمُرۡسَلِینَ,And certainly did the companions of Thamud deny the messengers.,Al-Hijr 15:80,General,Makki
وَءَاتَیۡنَـٰهُمۡ ءَایَـٰتِنَا فَكَانُوا۟ عَنۡهَا مُعۡرِضِینَ,"And We gave them Our signs, but from them they were turning away.",Al-Hijr 15:81,General,Makki
وَكَانُوا۟ یَنۡحِتُونَ مِنَ ٱلۡجِبَالِ بُیُوتًا ءَامِنِینَ,"And they used to carve from the mountains, houses, feeling secure.",Al-Hijr 15:82,General,Makki
فَأَخَذَتۡهُمُ ٱلصَّیۡحَةُ مُصۡبِحِینَ,But the shriek seized them at early morning.,Al-Hijr 15:83,General,Makki
فَمَاۤ أَغۡنَىٰ عَنۡهُم مَّا كَانُوا۟ یَكۡسِبُونَ,So nothing availed them [from] what they used to earn.,Al-Hijr 15:84,General,Makki
وَمَا خَلَقۡنَا ٱلسَّمَـٰوَ ٰ⁠تِ وَٱلۡأَرۡضَ وَمَا بَیۡنَهُمَاۤ إِلَّا بِٱلۡحَقِّۗ وَإِنَّ ٱلسَّاعَةَ لَـَٔاتِیَةࣱۖ فَٱصۡفَحِ ٱلصَّفۡحَ ٱلۡجَمِیلَ,"And We have not created the heavens and earth and that between them except in truth. And indeed, the Hour is coming; so forgive with gracious forgiveness.",Al-Hijr 15:85,General,Makki
إِنَّ رَبَّكَ هُوَ ٱلۡخَلَّـٰقُ ٱلۡعَلِیمُ,"Indeed, your Lord - He is the Knowing Creator.",Al-Hijr 15:86,General,Makki
وَلَقَدۡ ءَاتَیۡنَـٰكَ سَبۡعࣰا مِّنَ ٱلۡمَثَانِی وَٱلۡقُرۡءَانَ ٱلۡعَظِیمَ,"And We have certainly given you, [O Muhammad], seven of the often repeated [verses] and the great Qur'an.",Al-Hijr 15:87,General,Makki
لَا تَمُدَّنَّ عَیۡنَیۡكَ إِلَىٰ مَا مَتَّعۡنَا بِهِۦۤ أَزۡوَ ٰ⁠جࣰا مِّنۡهُمۡ وَلَا تَحۡزَنۡ عَلَیۡهِمۡ وَٱخۡفِضۡ جَنَاحَكَ لِلۡمُؤۡمِنِینَ,"Do not extend your eyes toward that by which We have given enjoyment to [certain] categories of the disbelievers, and do not grieve over them. And lower your wing to the believers",Al-Hijr 15:88,General,Makki
وَقُلۡ إِنِّیۤ أَنَا ٱلنَّذِیرُ ٱلۡمُبِینُ,"And say, ""Indeed, I am the clear warner"" -",Al-Hijr 15:89,General,Makki
